Sequence ID,Mean,SD
282,-9.623221798134207,5.433413893434191
283,-8.950674238653814,4.009612298205565
284,-7.6684084952933,3.7933585176834477
285,-7.5993401890920875,3.7842991910959918
286,-7.68544309725855,7.581009504087592
287,-2.999071073498781,11.010881771857951
288,-9.290251233537722,6.911045175523538
289,-9.094063842840999,9.276332047544681
290,-9.129901285912544,7.328078125434514
291,-5.540613499847619,9.478943623161078
292,-4.51678868319981,1.4988903421338267
293,-6.753891326396791,4.433562553925528
294,-8.120689926254105,7.835510166575138
295,-8.05834916964494,8.001141216907547
296,-5.2030374643298245,6.0298209486011425
297,-9.105632623888466,5.997284264573807
298,-7.528555523760376,6.4488392113928645
299,-7.444837351547475,3.3345386988933434
300,-7.65436223690908,4.320799452193104
301,-10.365257000101021,5.2528486269399455
302,-8.226030533600383,5.369470154419496
303,-7.265218159359186,3.6662610865174563
304,-8.048193531511872,5.1931474206589545
305,-5.796030755367444,4.830748941400343
306,-9.006356690797663,4.089468261356494
307,-7.187578386051685,1.8120780619449124
308,-2.4314969571972145,6.894579530930604
309,-6.805785419778742,5.413338108884958
310,-8.0281277395028,5.156349035881762
311,-6.349634330403763,4.570611931781221
312,-8.512166610079614,3.4151867011284947
313,-2.467832838833495,2.7472837318781997
314,-9.801515772758194,6.434610517059068
315,-5.013971772353892,5.7545455375685375
316,-5.2812931339871865,5.155817925190501
317,-7.127265494056429,3.054276962715776
318,-5.279447761964046,3.519628120158598
319,-5.287917003271636,3.9892276591744804
320,-8.038691337821845,5.932735923215395
321,-7.122083737154708,7.408905023960412
322,-5.819367795654909,8.343974472253304
323,-7.427165984079753,7.303214060781357
324,-7.018308689465394,6.6512176923464805
325,-6.448398679300431,5.45401568901382
326,-2.5943615266016864,10.73001599001405
327,-7.820063377582139,8.866255199392983
328,-2.769235951286105,4.74682534302467
329,-0.4656768988154804,9.496491157661675
330,-5.662392847455226,3.55000276823381
331,-3.451149951878376,5.625036909707691
332,-2.417825264955169,5.872163490868914
333,-7.979827578225541,5.75662947759511
334,-3.8918740682699693,5.467649327409786
335,-5.005516193119702,4.2780486440644765
336,-11.064817931645408,4.457136358918743
337,-6.290963052036815,5.779901997761289
338,-6.715827262412689,5.7756254219119345
339,-1.7920109169125438,3.5038862064144523
340,-4.6779173678281945,3.9340297199896206
341,-5.822814119162113,4.886227686081877
342,-5.898018445128716,6.240587877950291
343,-3.363944462605535,14.14786346772881
344,-1.5857415025965265,9.230525613003941
345,5.230480713625703,7.001246709560657
346,-4.054706298738362,7.918720203259873
347,-6.34752380803491,6.171436939280974
348,-5.830772384570666,8.038128722371036
349,-0.7147948071985518,10.084553456598604
350,-8.376123393681826,5.770869844537342
351,-3.7907319383874527,10.817611982620383
352,-6.477196263244854,12.002905242802928
353,-6.48718019267275,12.253386029957971
354,-2.3419889489402284,14.140880259659328
355,-2.4838406264726403,11.308289750645221
356,-5.787583998814994,6.589721564697701
357,-1.8345224972040084,3.405482586488661
358,-8.095148780930856,4.731725180747819
359,-7.162993415093044,4.648863057280406
360,-4.6937304602142556,4.55070880503608
361,-3.2581684463288543,5.409798376143209
362,-4.798394845005294,4.361968734168364
363,-8.812835402168743,6.426005365253994
364,-8.473019404935686,6.703607117196384
365,-8.425265678599535,6.7220773879726465
366,-7.1306406651716445,3.705809958090608
367,-5.07119679145466,9.02731308833781
368,-5.853677903839273,6.364226677438283
369,-6.205309689489341,6.738968454155519
370,-3.1694561460255968,12.0705071254462
371,-5.023699343759994,3.530859796042371
372,-3.1830097652992575,9.928152736635367
373,-6.142190776022371,5.7641975663393525
374,-4.301479830879646,6.009615917270118
375,1.409418395547699,9.033500829360056
376,-5.6546301823960095,5.483005571083646
377,-8.388406434463532,7.354768793359878
378,-2.065627426547863,2.9533075427274755
379,1.7096278216665497,5.27283810792158
380,1.485622707264842,7.018503221348519
381,-9.589932226845841,4.394962770176129
382,-4.3528277296277835,4.406973571750987
383,-3.335204572846483,11.158295339687466
384,-2.1151589072983854,11.030291753687901
385,-8.00427807421742,10.04503366021569
386,-7.968588361257941,10.110904464611675
387,-4.649185152556007,10.7664373220727
388,-8.316486488184083,6.790385206385629
389,-7.486576022328555,9.007420955065227
390,-5.849248084362046,6.747975511628533
391,-6.811261908372543,6.168979460005218
392,-8.709517191807354,8.518892207185646
393,-4.130076583738732,2.408021406223755
394,0.4486759751618527,5.227381794791042
395,-0.2234631792919057,10.19229038336724
396,-2.081884110823818,5.999715948947923
397,-0.9804613198338551,8.490021048840772
398,-4.464768424394079,5.811620735082997
399,-3.239362941761497,6.600481336340592
400,-4.043523313836977,7.341343717275062
401,-4.749177895298869,2.573062197781374
402,-6.452823605864047,9.872871352261479
403,-8.63362095995916,8.039945613842061
404,-2.2312519450056563,6.069133592336149
405,-7.150413084785622,10.30765926209697
406,-4.085513728196001,2.367195558150166
407,-6.230415962282339,4.677478495572212
408,-3.800291283099535,11.059108180399935
409,-4.230188529678066,7.627513840352104
410,-4.468555544207062,10.6280087619254
411,-3.8002912830995355,11.059108180399935
412,-3.7061612823802745,4.144019993551723
413,-7.375756712573108,8.609049738438333
414,-1.4714658102029299,6.33843811317619
415,-3.699198620850419,6.678410304581719
416,-5.030750070763651,6.264324713661309
417,-6.61862298404626,6.827773160259573
418,-4.27116296472998,7.392127060057546
419,-7.752911224725201,5.72243408152327
420,-4.9911227725092076,7.765549511236452
421,-6.408939909012869,7.860305002377949
422,-4.754061832565745,6.955746218910305
423,-2.739056285363097,5.575701358314608
424,-4.057335152791573,5.091022389179191
425,-2.9594700337706152,2.526220893472892
426,-5.043072222996738,5.588865000774005
427,-7.453672667001855,2.478485989557898
428,-4.103749957911228,4.077837504848961
429,0.5838719077012521,7.473360151455849
430,-3.7769865946356473,3.9503868584112674
431,-4.681078429546514,5.637224868395705
432,-6.244926949138416,8.683889111831723
433,-5.325106731207151,8.364841277562896
434,-2.886274746390891,6.155123387449115
435,-2.641046965999905,4.392914562082909
436,-3.064036042692498,2.460266701472997
437,-1.1236524857990355,4.1365945780638596
438,-3.7035803949288515,3.5901542756781812
439,-6.494741689681115,5.3196001218841
440,-1.7366937657215824,2.9479669715468724
441,-7.315882765680188,4.08460722496646
442,-1.9850491875537848,3.6905976994448246
443,-2.870164607883277,3.6003445215211594
444,-2.870164607883277,3.6003445215211594
445,-2.317034057502094,3.2648683841131656
446,-2.244858443431508,6.3986962325754755
447,-7.60071953500639,6.565796702577474
448,-9.56754699135538,3.0743115450662133
449,-5.933013548833236,4.197602549578401
450,-9.947646760318406,6.130871814659043
451,-8.130470902699791,7.519452626859319
452,-9.608830181994604,4.773346489394959
453,-11.024877329019347,5.291706047845419
454,-8.198384309859348,7.805760987280198
455,-1.5004611330285689,14.895977327928103
456,-4.424021542072298,13.338540201527591
457,-4.52702578488401,13.145772451048611
458,-1.5004611330285689,14.895977327928103
459,-7.205663304404464,6.913675847886137
460,-2.964255317615111,6.299051253512685
461,-4.743346507595943,5.407046936413885
462,-2.3964209468811335,8.271732419389599
463,-8.574060210755022,10.15921787486221
464,-5.359033824624245,5.836325842185779
465,-6.446344548480485,5.531057519410553
466,-6.453535173779213,7.483078298524912
467,-6.080802906564982,4.993457623232154
468,-5.639463237425157,7.247305244431454
469,-5.81817034550726,13.39469903620687
470,-5.3945041156104,11.95588907925298
471,-1.9529598835796707,3.55892830222643
472,2.9347734550727553,10.387702899553087
473,-7.176920662332888,5.117061850891841
474,-5.429549970170213,9.159293692405468
475,-3.0158026005659657,9.471423864989813
476,-1.9156862292907457,15.085926060575057
477,5.85107031403472,11.716021320235093
478,-2.857851043885151,4.126293265312418
479,-1.9150561770044092,8.795696789704623
480,-3.7199564369227005,6.463894165062017
481,-0.6801572676473754,5.3446383456532285
482,-4.770033602931736,3.0428559127069055
483,-4.472226299310771,7.239280111851945
484,0.9300239760800153,10.608315719380872
485,-1.0241498631865253,12.890328784466972
486,4.634746874756381,7.1205358423199065
487,2.047163448040437,11.572194576177928
488,-3.969356947362368,4.969343829418509
489,-0.24192677134125426,4.3593644817046
490,-1.8296270923756721,12.778923453989039
491,-1.6637209844944765,8.760605631025344
492,2.880230172857544,11.545937109685717
493,3.683633663822642,10.509339423562094
494,-2.568647762158156,12.433412347115201
495,0.16471704980228166,9.116081273737683
496,1.0650942336424203,12.297579246500288
497,-4.320060019613089,4.7193231515149066
498,-8.964320034649704,4.480303445724545
499,-7.692392808304479,11.587909116099079
500,-7.86322345043718,10.929365774103177
501,-5.891971517864609,12.327308790377304
502,-6.643682674003993,15.958834338812395
503,-7.69239280830448,11.587909116099079
504,-7.69239280830448,11.587909116099079
505,-7.949628102784947,10.83871195176859
506,-5.996124279076875,12.228737685974494
507,-6.643682674003993,15.958834338812395
508,-7.69239280830448,11.587909116099079
509,-7.86322345043718,10.929365774103177
510,-4.3115564450857695,12.110862156820652
511,-5.122132829481609,7.540213651909062
512,-6.643682674003993,15.958834338812395
513,-7.260269760168936,6.555545449886584
514,-3.2970959331427134,1.6862160483701885
515,-4.977181560839877,5.852420058657648
516,-10.765120871580312,5.213329904545456
517,-5.7098500155891525,4.037379886287548
518,-5.290436833124788,6.178211142040645
519,-9.451044914273588,7.984860733394864
520,-4.9613216832377365,2.52961109930642
521,-5.795790958215673,6.766408536254252
522,-7.757482165614804,8.8799328293407
523,-8.31648648818408,6.7903852063856265
524,-4.649185152556007,10.766437322072697
525,-7.9445446390252386,10.129497440743465
526,-8.004137146395166,10.04423831360059
527,-1.758805665754315,7.006062502453558
528,-0.1815251967933075,8.058161478494311
529,-8.033811888623672,5.289056168812747
530,-5.602685818967699,6.122147980485813
531,-2.920252005629527,2.9884346192709637
532,-9.951971817105465,6.273154693773237
533,-7.238008370714998,4.934310838707696
534,-1.3494433520113545,5.564908970666654
535,-4.648792075852533,6.324189213691083
536,-3.3514593383583726,8.781835512278379
537,-9.026600409254012,6.988402512527629
538,3.838546032841145,10.800226046061828
539,-7.028991890531327,7.5927775399268445
540,-4.846313581106711,4.564897776749124
541,-8.208667771652935,5.86774996832303
542,-6.210653487617241,12.286453864163516
543,-9.183933938705021,4.565774009319323
544,-9.79050308743705,7.416474094637139
545,-4.477980036659977,4.346785164601165
546,-9.99859202169196,7.9702072943384845
547,-9.191553014321002,10.710446315664212
548,-7.7679162385690335,10.807657984600988
549,-8.563253831663436,5.668984525517446
550,-7.668803445224107,5.9231039188178825
551,-9.186428238050137,5.0746892656097815
552,-7.217079423735989,6.023858035906182
553,-5.498676619847463,5.972830982126922
554,-10.56821275807271,9.415371446572493
555,-6.824143961113629,3.3626648314981926
556,-2.4942164629531134,3.298278063089744
557,-7.572521530369514,6.180796221124344
558,-5.763977960015951,4.486032775070527
559,-9.21503649564515,7.781748702315523
560,-10.596119954946,9.368639698108847
561,-8.540030710322785,17.76152531462373
562,-9.01012088690312,6.086185955243381
563,-7.1499237825352795,6.780335754621382
564,-4.087498158799747,4.704045792787726
565,-7.3879522146294265,6.88594078645478
566,-2.204931655445612,4.407987000266124
567,-6.815890347468771,4.056230422113093
568,-7.702842948682264,8.655159152654322
569,-4.087498158799747,4.704045792787726
570,-7.6314644146943245,7.264032590929373
571,-9.840748491402767,8.103509448191225
572,-8.109090431427585,15.461722010660505
573,-8.212840871230974,8.697309192825667
574,-6.402803568254528,9.13691243624643
575,-9.47994278318562,11.012840272883059
576,-7.837398343913093,18.202116664797103
577,-10.075087242002022,9.29823349540932
578,-9.189771094622449,14.761104010000729
579,-9.694174715879367,10.277363313142994
580,-9.764205558386953,11.170732914552897
581,-6.900497898306669,7.184084827612595
582,-7.597183330611217,8.940102513420154
583,-10.383924563841529,11.269380021775557
584,-8.178543813964078,16.250754523145194
585,-8.215793962192013,18.15108647517337
586,-9.154220341046004,9.288757177661871
587,-8.670981573459978,17.122126064671654
588,-9.393569984729332,10.201494526352171
589,-6.0844574767301145,3.835745125890301
590,-4.073754510030723,6.254497511480248
591,-0.029666151532222653,3.4808069422303936
592,-0.2234631792919057,10.192290383367242
593,-7.055180697161135,8.680370226480202
594,-2.592351223971388,8.334987760343742
595,-5.262818070349025,3.6907632542258377
596,-1.9711165293176238,3.284999677091011
597,-5.083728915047437,5.088711785504312
598,-2.0826663764650184,5.641805492594666
599,-9.254118478253742,7.854388868633635
600,-8.77953766926581,6.344764044760393
601,-4.402692983695979,7.741743994643973
602,-6.713883591109308,4.1116955670494875
603,-2.7856058167278057,2.4853759273675404
604,-9.759188675147183,8.49543581818948
605,-8.000404603327969,10.039144245884566
606,-5.12575653281483,6.163449993823814
607,-0.7300855989558397,6.701401482717593
608,-4.276371180094638,5.284296923736398
609,-8.382822868875135,5.44700316938409
610,-6.665787194684517,5.260865767785566
611,-7.3569717033378215,6.299332333234567
612,-8.054705988216483,4.538293416474509
613,-6.43448586927212,6.864625965227586
614,-5.462138993736745,7.092971421340717
615,-7.730750951718082,4.216022564331713
616,-8.07270532624252,5.896917877955122
617,-8.338842086084298,4.7029813066516075
618,-2.3207099379108898,4.839282405365207
619,-9.35331999616765,9.135664567806064
620,-8.745367658051123,8.608819936449102
621,-3.119734444772649,3.9575545177447538
622,-9.37813368192479,7.955095755096703
623,-9.939015180844635,9.94833410519836
624,-7.2298393669466,4.2440272082519535
625,-1.912331529899056,3.395943168403785
626,-8.467839830963834,7.975893686215788
627,-9.33172018052479,5.941831670481201
628,-8.333193393811277,13.89243791234854
629,-6.525591700685878,4.186986439726541
630,-7.641666018987009,6.80781482840324
631,-7.543783156536284,6.606053210545723
632,-3.397715146990992,3.195899688546074
633,-7.640992386921026,10.340026590734407
634,-8.116388902137572,14.104182112567937
635,-9.23954047941761,5.447860261297754
636,-8.148858302938581,6.934821456106094
637,-9.159334201181704,6.509187260297012
638,-3.337830327097099,3.6991602521703
639,-8.369421266998414,9.407835101626112
640,-8.906684396318044,7.994901387155047
641,-3.1260079260974543,3.073054593413151
642,-9.556223963424626,10.249603732233412
643,-3.337830327097099,3.6991602521703
644,-6.918869664512391,5.045104067789656
645,-6.283344331347598,3.7569171494061293
646,-9.175563896691129,8.229425165400132
647,-3.119734444772649,3.9575545177447538
648,-9.350489050066594,7.236628988693261
649,-9.84270410389821,9.323976800167506
650,-9.718289177604419,6.181534161007001
651,-6.607580624999892,7.942550475709794
652,-6.153043929928385,4.2733974624804025
653,-8.35572022263514,7.9491962162108685
654,-7.51775270783778,8.35393550713945
655,-7.408311324039581,7.706779773544273
656,-6.212183740243439,10.909466265309868
657,-7.36767458029696,8.649677713716965
658,-7.134515246607272,11.34001900746463
659,-3.6763892761758825,5.811912063502069
660,-7.240642762473,7.326857019248837
661,-7.531292291634122,7.063466948813791
662,-5.441692998224839,2.7995912014480484
663,-7.659907274455095,5.838828541886369
664,-8.011246404410079,6.254403257664147
665,-8.270015207941244,5.344471759547993
666,-6.108773537584262,7.291944603676792
667,-9.725369434321136,6.468077448566956
668,-2.57268679269762,20.246659999763924
669,-5.729070426172335,20.152529114427356
670,-5.230609389409105,18.28476231960799
671,-3.8562619552530104,9.430738249226088
672,0.537547494802981,4.321761189345052
673,-8.576149315780723,7.659761023640183
674,-8.786508067456339,4.937403666538508
675,-8.362666211168234,8.058131219268228
676,-8.578410379984396,8.510251802606598
677,-9.464749422122253,3.836868613725867
678,-2.612551336345947,1.2509612576290774
679,-6.619679005037151,5.5577534326241524
680,-8.84842652143547,6.493423312536965
681,-4.705194106250863,5.045485877109612
682,-4.428955808490205,5.246167766876412
683,-4.489511393545285,5.4340219179030065
684,-5.218484654008842,8.043151315639015
685,-6.29550981610485,5.4258675126638645
686,-2.2448584434315073,6.398696232575476
687,-6.306656949117937,6.737418537273736
688,-9.916234462703386,6.80506036195352
689,-8.130470902699793,7.5194526268593185
690,-4.302760117929443,2.7590404003132334
691,-7.8134472676781055,3.6528834247785364
692,-4.373641686165105,4.5865413217746305
693,-6.379312169574065,4.805814645704032
694,-5.878805105861723,5.780169484276366
695,-7.605703657237803,7.630648883916381
696,-4.632670848256283,4.204018322747239
697,-7.708291111765679,5.80292807617275
698,-8.013915667996038,4.348978597499526
699,-9.266612669406154,10.034033981884988
700,-7.776775738233066,11.911052453836477
701,-5.101305030820969,12.382643889986193
702,-8.056354526371356,8.333466260546244
703,-6.561979374925552,10.70991959331511
704,-7.480879520436695,6.213965941414565
705,-10.443429189967642,5.948041241335803
706,-7.0868006138077195,4.470831863555477
707,-8.987834972526464,6.003466766574729
708,-8.281884664702611,4.505733040059135
709,-9.972781863816971,6.858583191937626
710,-7.097407612376743,7.3646368262256185
711,-8.115589380486487,7.448377694940573
712,-7.15361667073784,5.535661831398375
713,-7.247681859932763,7.033083758447911
714,-4.712966858729624,6.293711658937875
715,-6.471670108483642,5.598186051979728
716,-6.1773716977069295,4.313756584023246
717,-3.3644556277062634,3.5543444058093745
718,-7.026467347272848,6.609708245269414
719,-8.690095803777636,5.412280295014049
720,-2.7449295238590827,3.9777519806730806
721,-6.925103580518407,8.074012637696274
722,-3.9100977957582055,7.580147011189466
